"Quadrat","Site","Year","PlantGenusSpecies","SampleRound","FloralAbundance","FloweringPlantAbundance","KeyQuad"
"ME1","MM","2022","Potentilla hippiana",1,6,37,"MM ME1 2022 1"
"ME1","PL","2018","Cirsium parryi",1,50,1,"PL ME1 2018 1"
"ME1","PL","2018","Glandularia bipinnatifida",2,100,6,"PL ME1 2018 2"
"ME1","PL","2018","Laennecia schiedeana",2,50,2,"PL ME1 2018 2"
"ME1","PL","2021","Achillea millefolium",2,2,1,"PL ME1 2021 2"
"ME1","PL","2022","Campanula rotundifolia",1,1,1,"PL ME1 2022 1"
"ME1","PL","2022","Erysimum capitatum",1,3,2,"PL ME1 2022 1"
"ME1","PL","2022","Glandularia bipinnatifida",1,40,3,"PL ME1 2022 1"
"ME1","RP","2018","Drymaria leptophylla",1,5,1,"RP ME1 2018 1"
"ME1","RP","2021","Trifolium pinetorum",1,1,1,"RP ME1 2021 1"
"ME1","RP","2021","Viguiera multiflora",2,1,1,"RP ME1 2021 2"
"ME1","RP","2022","Commelina dianthifolia",1,3,3,"RP ME1 2022 1"
"ME1","SC","2012","Campanula rotundifolia",1,1,1,"SC ME1 2012 1"
"ME1","SC","2012","Erigeron subtrinervis",1,2,2,"SC ME1 2012 1"
"ME1","SC","2012","Hymenoxys richardsonii",1,13,13,"SC ME1 2012 1"
"ME1","SC","2012","Potentilla hippiana",1,7,7,"SC ME1 2012 1"
"ME1","SC","2017","Cymopterus lemmonii",2,50,3,"SC ME1 2017 2"
"ME1","SC","2017","Erigeron subtrinervis",3,50,6,"SC ME1 2017 3"
"ME1","SC","2017","Potentilla hippiana",3,5,4,"SC ME1 2017 3"
"ME1","SC","2018","Campanula rotundifolia",1,5,4,"SC ME1 2018 1"
"ME1","SC","2018","Campanula rotundifolia",2,5,1,"SC ME1 2018 2"
"ME1","SC","2018","Erigeron flagellaris",2,5,2,"SC ME1 2018 2"
"ME1","SC","2018","Potentilla hippiana",1,5,4,"SC ME1 2018 1"
"ME1","SC","2021","Campanula rotundifolia",2,2,2,"SC ME1 2021 2"
"ME1","SC","2021","Cymopterus lemmonii",1,1,1,"SC ME1 2021 1"
"ME1","SC","2021","Eremogone fendleri",1,2,1,"SC ME1 2021 1"
"ME1","SC","2021","Oxytropis lambertii",1,2,1,"SC ME1 2021 1"
"ME1","SC","2021","Potentilla hippiana",2,3,3,"SC ME1 2021 2"
"ME1","SC","2021","Townsendia grandiflora",2,5,4,"SC ME1 2021 2"
"ME1","SC","2022","Potentilla hippiana",1,7,20,"SC ME1 2022 1"
"ME1","SM","2018","Erigeron flagellaris",1,5,2,"SM ME1 2018 1"
"ME1","SM","2018","Viguiera multiflora",1,50,1,"SM ME1 2018 1"
"ME1","SM","2021","Arenaria lanuginosa",2,3,1,"SM ME1 2021 2"
"ME1","SM","2022","Arenaria lanuginosa",1,25,18,"SM ME1 2022 1"
"ME1","SM","2022","Linum lewisii",1,2,5,"SM ME1 2022 1"
"ME1","SM","2022","Mirabilis oblongifolia",1,6,1,"SM ME1 2022 1"
"ME1","SS","2017","Achillea millefolium",1,50,1,"SS ME1 2017 1"
"ME1","SS","2017","Hymenoxys hoopesii",1,5,2,"SS ME1 2017 1"
"ME1","UK","2017","Trifolium pinetorum",1,50,10,"UK ME1 2017 1"
"ME1","VC","2017","Erigeron formosissimus",1,5,1,"VC ME1 2017 1"
"ME1","VC","2017","Potentilla hippiana",1,5,2,"VC ME1 2017 1"
"ME2","CH","2012","Glandularia bipinnatifida",1,58,58,"CH ME2 2012 1"
"ME2","CH","2012","Psacalium decompositum",1,10,10,"CH ME2 2012 1"
"ME2","CH","2012","Vicia americana",1,6,6,"CH ME2 2012 1"
"ME2","CH","2017","Penstemon barbatus",2,50,2,"CH ME2 2017 2"
"ME2","CH","2017","Psacalium decompositum",3,50,4,"CH ME2 2017 3"
"ME2","CH","2018","Glandularia bipinnatifida",1,50,2,"CH ME2 2018 1"
"ME2","CH","2018","Glandularia bipinnatifida",2,50,5,"CH ME2 2018 2"
"ME2","CH","2018","Monarda citriodora austromontana",1,50,2,"CH ME2 2018 1"
"ME2","CH","2018","Monarda citriodora austromontana",2,50,8,"CH ME2 2018 2"
"ME2","CH","2018","Oenothera elata",1,5,1,"CH ME2 2018 1"
"ME2","CH","2021","Psacalium decompositum",1,2,1,"CH ME2 2021 1"
"ME2","HM","2017","Geranium richardsonii",3,5,1,"HM ME2 2017 3"
"ME2","HM","2017","Hymenoxys hoopesii",1,50,7,"HM ME2 2017 1"
"ME2","HM","2017","Hymenoxys hoopesii",2,100,10,"HM ME2 2017 2"
"ME2","HM","2017","Hymenoxys hoopesii",3,50,2,"HM ME2 2017 3"
"ME2","HM","2017","Potentilla hippiana",2,5,3,"HM ME2 2017 2"
"ME2","HM","2018","Cymopterus lemmonii",2,50,1,"HM ME2 2018 2"
"ME2","HM","2018","Erigeron speciosus",1,5,1,"HM ME2 2018 1"
"ME2","HM","2018","Erigeron tracyi",1,5,3,"HM ME2 2018 1"
"ME2","HM","2018","Erigeron tracyi",2,5,1,"HM ME2 2018 2"
"ME2","HM","2018","Geranium richardsonii",2,50,3,"HM ME2 2018 2"
"ME2","HM","2018","Hymenoxys hoopesii",1,5,1,"HM ME2 2018 1"
"ME2","HM","2021","Lupinus palmeri",2,5,1,"HM ME2 2021 2"
"ME2","HM","2021","Verbascum thapsus",2,17,1,"HM ME2 2021 2"
"ME2","HM","2022","Erigeron spp.",1,4,5,"HM ME2 2022 1"
"ME2","HM","2022","Erigeron tracyi",1,9,9,"HM ME2 2022 1"
"ME2","JC","2012","Castilleja miniata",1,8,8,"JC ME2 2012 1"
"ME2","JC","2017","Potentilla fruticosa",3,5,1,"JC ME2 2017 3"
"ME2","JC","2018","Campanula rotundifolia",2,50,8,"JC ME2 2018 2"
"ME2","JC","2018","Eremogone fendleri",1,5,3,"JC ME2 2018 1"
"ME2","JC","2018","Erigeron subtrinervis",2,5,3,"JC ME2 2018 2"
"ME2","JC","2018","Erigeron tracyi",2,5,2,"JC ME2 2018 2"
"ME2","JC","2018","Potentilla fruticosa",1,50,1,"JC ME2 2018 1"
"ME2","JC","2021","Achillea millefolium",2,3,1,"JC ME2 2021 2"
"ME2","JC","2021","Eremogone fendleri",1,6,1,"JC ME2 2021 1"
"ME2","JC","2021","Eremogone fendleri",2,3,1,"JC ME2 2021 2"
"ME2","JC","2021","Linum lewisii",1,2,1,"JC ME2 2021 1"
"ME2","JC","2021","Potentilla hippiana",1,2,1,"JC ME2 2021 1"
"ME2","MM","2012","Mirabilis oblongifolia",1,7,7,"MM ME2 2012 1"
"ME2","MM","2012","Monardella odoratissima",1,40,40,"MM ME2 2012 1"
"ME2","MM","2017","Allium cernuum",2,50,6,"MM ME2 2017 2"
"ME2","MM","2017","Cymopterus lemmonii",1,50,1,"MM ME2 2017 1"
"ME2","MM","2017","Erysimum capitatum",1,5,1,"MM ME2 2017 1"
"ME2","MM","2017","Erysimum capitatum",2,5,1,"MM ME2 2017 2"
"ME2","MM","2017","Vicia pulchella",3,5,1,"MM ME2 2017 3"
"ME2","MM","2018","Erigeron speciosus",1,5,1,"MM ME2 2018 1"
"ME2","MM","2018","Erigeron tracyi",1,10,4,"MM ME2 2018 1"
"ME2","MM","2018","Hymenopappus newberryi",1,50,1,"MM ME2 2018 1"
"ME2","MM","2018","Hymenoxys hoopesii",1,55,2,"MM ME2 2018 1"
"ME2","MM","2018","Mirabilis oblongifolia",1,5,1,"MM ME2 2018 1"
"ME2","MM","2018","Monardella odoratissima",1,50,8,"MM ME2 2018 1"
"ME2","MM","2021","Erigeron subtrinervis",1,9,1,"MM ME2 2021 1"
"ME2","MM","2021","Heterotheca pumila",2,12,3,"MM ME2 2021 2"
"ME2","MM","2021","Vicia pulchella",1,27,2,"MM ME2 2021 1"
"ME2","MM","2022","Vicia pulchella",1,4,4,"MM ME2 2022 1"
"ME2","PL","2018","Cirsium parryi",1,50,2,"PL ME2 2018 1"
"ME2","PL","2018","Glandularia bipinnatifida",2,50,1,"PL ME2 2018 2"
"ME2","PL","2018","Laennecia schiedeana",2,50,11,"PL ME2 2018 2"
"ME2","PL","2021","Erysimum capitatum",1,72,2,"PL ME2 2021 1"
"ME2","PL","2021","Glandularia bipinnatifida",2,260,1,"PL ME2 2021 2"
"ME2","PL","2022","Cerastium nutans",1,25,2,"PL ME2 2022 1"
"ME2","PL","2022","Cirsium parryi",1,10,1,"PL ME2 2022 1"
"ME2","RP","2021","Glandularia bipinnatifida",2,20,3,"RP ME2 2021 2"
"ME2","RP","2021","Viguiera multiflora",2,9,2,"RP ME2 2021 2"
"ME2","RP","2022","Cerastium nutans",1,6,1,"RP ME2 2022 1"
"ME2","RP","2022","Commelina dianthifolia",1,2,2,"RP ME2 2022 1"
"ME2","RP","2022","Halenia recurva",1,4,1,"RP ME2 2022 1"
"ME2","RP","2022","Oxalis alpina",1,2,8,"RP ME2 2022 1"
"ME2","RP","2022","Trifolium pinetorum",1,6,4,"RP ME2 2022 1"
"ME2","SC","2012","Erigeron subtrinervis",1,2,2,"SC ME2 2012 1"
"ME2","SC","2012","Potentilla hippiana",1,7,7,"SC ME2 2012 1"
"ME2","SC","2012","Townsendia grandiflora",1,2,2,"SC ME2 2012 1"
"ME2","SC","2017","Cymopterus lemmonii",1,50,5,"SC ME2 2017 1"
"ME2","SC","2017","Cymopterus lemmonii",2,50,4,"SC ME2 2017 2"
"ME2","SC","2017","Cymopterus lemmonii",3,50,1,"SC ME2 2017 3"
"ME2","SC","2017","Erigeron subtrinervis",3,50,6,"SC ME2 2017 3"
"ME2","SC","2017","Oxytropis lambertii",3,50,2,"SC ME2 2017 3"
"ME2","SC","2017","Penstemon strictus",2,50,2,"SC ME2 2017 2"
"ME2","SC","2017","Potentilla hippiana",3,5,2,"SC ME2 2017 3"
"ME2","SC","2018","Achillea millefolium",2,5,1,"SC ME2 2018 2"
"ME2","SC","2018","Campanula rotundifolia",1,5,3,"SC ME2 2018 1"
"ME2","SC","2018","Campanula rotundifolia",2,5,4,"SC ME2 2018 2"
"ME2","SC","2018","Cymopterus lemmonii",1,5,2,"SC ME2 2018 1"
"ME2","SC","2018","Erigeron flagellaris",1,5,1,"SC ME2 2018 1"
"ME2","SC","2018","Erigeron flagellaris",2,5,1,"SC ME2 2018 2"
"ME2","SC","2018","Potentilla hippiana",1,50,2,"SC ME2 2018 1"
"ME2","SC","2018","Potentilla hippiana",2,5,1,"SC ME2 2018 2"
"ME2","SC","2021","Cymopterus lemmonii",1,3,3,"SC ME2 2021 1"
"ME2","SC","2021","Penstemon strictus",1,5,3,"SC ME2 2021 1"
"ME2","SC","2022","Cymopterus lemmonii",1,1,2,"SC ME2 2022 1"
"ME2","SC","2022","Potentilla hippiana",1,1,14,"SC ME2 2022 1"
"ME2","SM","2017","Cymopterus lemmonii",1,50,4,"SM ME2 2017 1"
"ME2","SM","2018","Campanula rotundifolia",1,5,4,"SM ME2 2018 1"
"ME2","SM","2018","Lupinus palmeri",1,50,1,"SM ME2 2018 1"
"ME2","SM","2021","Achillea millefolium",1,2,2,"SM ME2 2021 1"
"ME2","SM","2022","Erigeron flagellaris",1,2,1,"SM ME2 2022 1"
"ME2","SM","2022","Penstemon pseudoparvus",1,4,1,"SM ME2 2022 1"
"ME2","SS","2017","Hymenoxys hoopesii",1,50,2,"SS ME2 2017 1"
"ME2","VC","2017","Achillea millefolium",1,5,1,"VC ME2 2017 1"
"ME2","VC","2017","Allium geyeri",1,50,1,"VC ME2 2017 1"
"ME2","VC","2017","Erigeron formosissimus",1,5,3,"VC ME2 2017 1"
"ME3","CH","2012","Glandularia bipinnatifida",1,44,44,"CH ME3 2012 1"
"ME3","CH","2017","Castilleja patriotica",3,50,2,"CH ME3 2017 3"
"ME3","CH","2017","Erigeron divergens",1,5,1,"CH ME3 2017 1"
"ME3","CH","2017","Ipomoea plummerae",3,5,3,"CH ME3 2017 3"
"ME3","CH","2017","Iris missouriensis",1,50,16,"CH ME3 2017 1"
"ME3","CH","2017","Psacalium decompositum",3,50,2,"CH ME3 2017 3"
"ME3","CH","2018","Castilleja patriotica",1,5,1,"CH ME3 2018 1"
"ME3","CH","2018","Castilleja patriotica",2,50,10,"CH ME3 2018 2"
"ME3","CH","2018","Glandularia bipinnatifida",1,5,1,"CH ME3 2018 1"
"ME3","CH","2018","Ipomoea plummerae",1,5,1,"CH ME3 2018 1"
"ME3","CH","2018","Monarda citriodora austromontana",1,50,1,"CH ME3 2018 1"
"ME3","CH","2018","Oenothera elata",1,5,1,"CH ME3 2018 1"
"ME3","CH","2018","Trifolium pinetorum",1,5,2,"CH ME3 2018 1"
"ME3","CH","2022","Monarda citriodora austromontana",1,25,2,"CH ME3 2022 1"
"ME3","CH","2022","Oenothera elata",1,1,1,"CH ME3 2022 1"
"ME3","HM","2017","Cymopterus lemmonii",1,50,3,"HM ME3 2017 1"
"ME3","HM","2017","Cymopterus lemmonii",2,100,5,"HM ME3 2017 2"
"ME3","HM","2017","Cymopterus lemmonii",3,5,2,"HM ME3 2017 3"
"ME3","HM","2017","Erigeron arizonicus",2,5,2,"HM ME3 2017 2"
"ME3","HM","2017","Erigeron subtrinervis",3,5,1,"HM ME3 2017 3"
"ME3","HM","2017","Lupinus palmeri",2,50,1,"HM ME3 2017 2"
"ME3","HM","2017","Lupinus palmeri",3,50,2,"HM ME3 2017 3"
"ME3","HM","2018","Cymopterus lemmonii",1,50,1,"HM ME3 2018 1"
"ME3","HM","2018","Erigeron speciosus",2,5,3,"HM ME3 2018 2"
"ME3","HM","2018","Erigeron tracyi",1,5,6,"HM ME3 2018 1"
"ME3","HM","2018","Erigeron tracyi",2,5,8,"HM ME3 2018 2"
"ME3","HM","2018","Lupinus palmeri",1,50,1,"HM ME3 2018 1"
"ME3","HM","2018","Lupinus palmeri",2,50,1,"HM ME3 2018 2"
"ME3","HM","2021","Achillea millefolium",1,26,1,"HM ME3 2021 1"
"ME3","HM","2021","Erigeron tracyi",1,3,3,"HM ME3 2021 1"
"ME3","HM","2021","Erigeron tracyi",2,1,1,"HM ME3 2021 2"
"ME3","HM","2021","Lupinus palmeri",2,19,1,"HM ME3 2021 2"
"ME3","HM","2021","Taraxacum officinale",1,1,1,"HM ME3 2021 1"
"ME3","HM","2021","Taraxacum officinale",2,2,2,"HM ME3 2021 2"
"ME3","JC","2012","Castilleja miniata",1,1,1,"JC ME3 2012 1"
"ME3","JC","2012","Erigeron subtrinervis",1,2,2,"JC ME3 2012 1"
"ME3","JC","2012","Potentilla hippiana",1,17,17,"JC ME3 2012 1"
"ME3","JC","2017","Achillea millefolium",3,5,1,"JC ME3 2017 3"
"ME3","JC","2017","Allium cernuum",2,50,2,"JC ME3 2017 2"
"ME3","JC","2017","Erigeron flagellaris",2,5,4,"JC ME3 2017 2"
"ME3","JC","2017","Potentilla hippiana",2,5,5,"JC ME3 2017 2"
"ME3","JC","2017","Potentilla hippiana",3,5,3,"JC ME3 2017 3"
"ME3","JC","2017","Tragopogon pratensis",2,50,3,"JC ME3 2017 2"
"ME3","JC","2018","Achillea millefolium",1,50,1,"JC ME3 2018 1"
"ME3","JC","2018","Erigeron subtrinervis",2,5,1,"JC ME3 2018 2"
"ME3","JC","2018","Erigeron tracyi",1,50,11,"JC ME3 2018 1"
"ME3","JC","2018","Erigeron tracyi",2,5,9,"JC ME3 2018 2"
"ME3","JC","2021","Potentilla hippiana",1,1,1,"JC ME3 2021 1"
"ME3","MM","2012","Allium cernuum",1,3,3,"MM ME3 2012 1"
"ME3","MM","2012","Androsace chamaejasme",1,3,3,"MM ME3 2012 1"
"ME3","MM","2012","Cerastium nutans",1,1,1,"MM ME3 2012 1"
"ME3","MM","2012","Monardella odoratissima",1,19,19,"MM ME3 2012 1"
"ME3","MM","2017","Commelina dianthifolia",3,5,1,"MM ME3 2017 3"
"ME3","MM","2017","Erigeron formosissimus",3,5,1,"MM ME3 2017 3"
"ME3","MM","2017","Monardella odoratissima",2,50,3,"MM ME3 2017 2"
"ME3","MM","2017","Monardella odoratissima",3,50,2,"MM ME3 2017 3"
"ME3","MM","2018","Allium cernuum",1,5,1,"MM ME3 2018 1"
"ME3","MM","2018","Cymopterus lemmonii",1,5,1,"MM ME3 2018 1"
"ME3","MM","2018","Erigeron tracyi",1,5,6,"MM ME3 2018 1"
"ME3","MM","2018","Heterotheca pumila",1,5,7,"MM ME3 2018 1"
"ME3","MM","2018","Lupinus palmeri",1,50,1,"MM ME3 2018 1"
"ME3","MM","2018","Vicia pulchella",1,50,6,"MM ME3 2018 1"
"ME3","MM","2021","Commelina dianthifolia",1,2,1,"MM ME3 2021 1"
"ME3","MM","2021","Erigeron flagellaris",2,1,1,"MM ME3 2021 2"
"ME3","MM","2021","Heterotheca pumila",1,19,4,"MM ME3 2021 1"
"ME3","MM","2021","Heterotheca pumila",2,3,2,"MM ME3 2021 2"
"ME3","MM","2021","Hymenopappus newberryi",2,4,1,"MM ME3 2021 2"
"ME3","MM","2021","Vicia pulchella",1,85,1,"MM ME3 2021 1"
"ME3","MM","2021","Vicia pulchella",2,48,2,"MM ME3 2021 2"
"ME3","PL","2012","Erysimum capitatum",1,5,5,"PL ME3 2012 1"
"ME3","PL","2012","Hymenoxys hoopesii",1,12,12,"PL ME3 2012 1"
"ME3","PL","2018","Campanula rotundifolia",2,5,1,"PL ME3 2018 2"
"ME3","PL","2018","Cirsium parryi",1,5,1,"PL ME3 2018 1"
"ME3","PL","2018","Drymaria leptophylla",1,50,3,"PL ME3 2018 1"
"ME3","PL","2018","Glandularia bipinnatifida",1,100,3,"PL ME3 2018 1"
"ME3","PL","2018","Hymenoxys hoopesii",1,10,5,"PL ME3 2018 1"
"ME3","PL","2021","Geranium richardsonii",2,3,3,"PL ME3 2021 2"
"ME3","PL","2022","Cymopterus lemmonii",1,1,4,"PL ME3 2022 1"
"ME3","PL","2022","Geranium richardsonii",1,1,2,"PL ME3 2022 1"
"ME3","PL","2022","Hymenoxys hoopesii",1,4,6,"PL ME3 2022 1"
"ME3","PL","2022","Senecio bigelovii",1,3,3,"PL ME3 2022 1"
"ME3","RP","2021","Glandularia bipinnatifida",1,24,3,"RP ME3 2021 1"
"ME3","RP","2021","Senecio eremophilus",2,110,1,"RP ME3 2021 2"
"ME3","RP","2022","Cerastium nutans",1,100,2,"RP ME3 2022 1"
"ME3","RP","2022","Glandularia bipinnatifida",1,80,2,"RP ME3 2022 1"
"ME3","SC","2012","Erigeron subtrinervis",1,2,2,"SC ME3 2012 1"
"ME3","SC","2012","Hymenoxys richardsonii",1,22,22,"SC ME3 2012 1"
"ME3","SC","2017","Campanula rotundifolia",3,5,4,"SC ME3 2017 3"
"ME3","SC","2017","Cymopterus lemmonii",1,50,2,"SC ME3 2017 1"
"ME3","SC","2017","Cymopterus lemmonii",2,50,1,"SC ME3 2017 2"
"ME3","SC","2017","Eremogone fendleri",2,5,2,"SC ME3 2017 2"
"ME3","SC","2017","Erigeron flagellaris",1,50,16,"SC ME3 2017 1"
"ME3","SC","2017","Hymenoxys richardsonii",2,50,1,"SC ME3 2017 2"
"ME3","SC","2017","Hymenoxys richardsonii",3,50,1,"SC ME3 2017 3"
"ME3","SC","2017","Oxytropis lambertii",1,50,1,"SC ME3 2017 1"
"ME3","SC","2017","Penstemon pseudoparvus",1,50,5,"SC ME3 2017 1"
"ME3","SC","2017","Potentilla hippiana",2,5,2,"SC ME3 2017 2"
"ME3","SC","2017","Potentilla hippiana",3,50,3,"SC ME3 2017 3"
"ME3","SC","2018","Campanula rotundifolia",1,5,1,"SC ME3 2018 1"
"ME3","SC","2018","Potentilla hippiana",1,5,3,"SC ME3 2018 1"
"ME3","SC","2018","Potentilla hippiana",2,5,1,"SC ME3 2018 2"
"ME3","SC","2021","Campanula rotundifolia",2,1,1,"SC ME3 2021 2"
"ME3","SC","2021","Cymopterus lemmonii",2,2,2,"SC ME3 2021 2"
"ME3","SC","2021","Eremogone fendleri",1,17,5,"SC ME3 2021 1"
"ME3","SC","2021","Eremogone fendleri",2,30,2,"SC ME3 2021 2"
"ME3","SC","2021","Erigeron flagellaris",1,1,1,"SC ME3 2021 1"
"ME3","SC","2021","Erigeron flagellaris",2,1,1,"SC ME3 2021 2"
"ME3","SC","2021","Oxytropis lambertii",2,1,1,"SC ME3 2021 2"
"ME3","SC","2021","Penstemon pseudoparvus",2,2,2,"SC ME3 2021 2"
"ME3","SC","2021","Potentilla hippiana",2,18,5,"SC ME3 2021 2"
"ME3","SC","2022","Erigeron tracyi",1,2,3,"SC ME3 2022 1"
"ME3","SM","2017","Cymopterus lemmonii",1,50,2,"SM ME3 2017 1"
"ME3","SM","2017","Erigeron flagellaris",1,50,3,"SM ME3 2017 1"
"ME3","SM","2017","Potentilla hippiana",1,5,1,"SM ME3 2017 1"
"ME3","SM","2018","Agastache pallidiflora neomexicana",1,10,5,"SM ME3 2018 1"
"ME3","SM","2018","Agastache pallidiflora neomexicana",2,50,1,"SM ME3 2018 2"
"ME3","SM","2018","Campanula rotundifolia",1,10,11,"SM ME3 2018 1"
"ME3","SM","2018","Campanula rotundifolia",2,10,2,"SM ME3 2018 2"
"ME3","SM","2018","Erigeron tracyi",1,115,27,"SM ME3 2018 1"
"ME3","SM","2018","Hesperidanthus linearifolius",1,15,4,"SM ME3 2018 1"
"ME3","SM","2018","Heterotheca pumila",1,5,1,"SM ME3 2018 1"
"ME3","SM","2018","Heterotheca pumila",2,50,2,"SM ME3 2018 2"
"ME3","SM","2018","Ipomopsis aggregata",1,55,7,"SM ME3 2018 1"
"ME3","SM","2018","Linum lewisii",1,5,1,"SM ME3 2018 1"
"ME3","SM","2018","Mirabilis oblongifolia",1,5,1,"SM ME3 2018 1"
"ME3","SM","2018","Mirabilis oblongifolia",2,5,1,"SM ME3 2018 2"
"ME3","SM","2018","Potentilla hippiana",1,10,17,"SM ME3 2018 1"
"ME3","SM","2021","Achillea millefolium",2,60,1,"SM ME3 2021 2"
"ME3","SM","2021","Campanula rotundifolia",1,8,4,"SM ME3 2021 1"
"ME3","SM","2021","Potentilla hippiana",1,84,12,"SM ME3 2021 1"
"ME3","SM","2022","Campanula rotundifolia",1,1,2,"SM ME3 2022 1"
"ME3","SM","2022","Erigeron tracyi",1,2,1,"SM ME3 2022 1"
"ME3","SM","2022","Potentilla hippiana",1,4,4,"SM ME3 2022 1"
"ME3","SS","2017","Erodium cicutarium",1,5,2,"SS ME3 2017 1"
"ME3","SS","2017","Hymenoxys hoopesii",1,50,1,"SS ME3 2017 1"
"ME3","UK","2017","Hymenoxys hoopesii",1,50,1,"UK ME3 2017 1"
"ME3","UK","2017","Trifolium pinetorum",1,50,40,"UK ME3 2017 1"
"ME3","VC","2017","Allium geyeri",1,50,2,"VC ME3 2017 1"
"ME3","VC","2017","Erigeron formosissimus",1,5,2,"VC ME3 2017 1"
"MN1","CH","2012","Vicia americana",1,4,4,"CH MN1 2012 1"
"MN1","CH","2018","Cosmos parviflorus",2,5,1,"CH MN1 2018 2"
"MN1","CH","2018","Glandularia bipinnatifida",1,50,2,"CH MN1 2018 1"
"MN1","CH","2018","Psacalium decompositum",2,50,2,"CH MN1 2018 2"
"MN1","CH","2021","Cerastium nutans",1,40,6,"CH MN1 2021 1"
"MN1","CH","2021","Cosmos parviflorus",1,9,4,"CH MN1 2021 1"
"MN1","CH","2021","Heliomeris multiflora",1,5,1,"CH MN1 2021 1"
"MN1","CH","2021","Psacalium decompositum",1,25,2,"CH MN1 2021 1"
"MN1","CH","2022","Cosmos parviflorus",1,36,27,"CH MN1 2022 1"
"MN1","CH","2022","Glandularia bipinnatifida",1,7,3,"CH MN1 2022 1"
"MN1","CH","2022","Heliomeris multiflora",1,12,6,"CH MN1 2022 1"
"MN1","CH","2022","Houstonia wrightii",1,28,13,"CH MN1 2022 1"
"MN1","CH","2022","Trifolium spp.",1,24,18,"CH MN1 2022 1"
"MN1","HM","2017","Erigeron flagellaris",1,5,4,"HM MN1 2017 1"
"MN1","HM","2017","Erigeron flagellaris",2,5,4,"HM MN1 2017 2"
"MN1","HM","2017","Erigeron flagellaris",3,5,5,"HM MN1 2017 3"
"MN1","HM","2017","Lupinus palmeri",2,50,1,"HM MN1 2017 2"
"MN1","HM","2017","Lupinus palmeri",3,50,1,"HM MN1 2017 3"
"MN1","HM","2018","Achillea millefolium",1,50,1,"HM MN1 2018 1"
"MN1","HM","2018","Erigeron speciosus",1,5,1,"HM MN1 2018 1"
"MN1","HM","2018","Erigeron speciosus",2,5,1,"HM MN1 2018 2"
"MN1","HM","2018","Erigeron tracyi",1,50,35,"HM MN1 2018 1"
"MN1","HM","2018","Erigeron tracyi",2,50,15,"HM MN1 2018 2"
"MN1","HM","2018","Hymenoxys hoopesii",1,5,1,"HM MN1 2018 1"
"MN1","HM","2018","Hymenoxys hoopesii",2,5,1,"HM MN1 2018 2"
"MN1","HM","2021","Erigeron tracyi",1,2,1,"HM MN1 2021 1"
"MN1","HM","2021","Lupinus palmeri",1,2,1,"HM MN1 2021 1"
"MN1","HM","2021","Lupinus palmeri",2,68,3,"HM MN1 2021 2"
"MN1","HM","2021","Taraxacum officinale",2,1,1,"HM MN1 2021 2"
"MN1","HM","2022","Erigeron tracyi",1,15,15,"HM MN1 2022 1"
"MN1","HM","2022","Oxalis decaphylla",1,1,20,"HM MN1 2022 1"
"MN1","JC","2012","Achillea millefolium",1,3,3,"JC MN1 2012 1"
"MN1","JC","2012","Campanula rotundifolia",1,4,4,"JC MN1 2012 1"
"MN1","JC","2012","Eremogone fendleri",1,43,43,"JC MN1 2012 1"
"MN1","JC","2012","Potentilla hippiana",1,7,7,"JC MN1 2012 1"
"MN1","JC","2017","Campanula rotundifolia",2,5,4,"JC MN1 2017 2"
"MN1","JC","2017","Erigeron flagellaris",2,50,2,"JC MN1 2017 2"
"MN1","JC","2017","Erigeron formosissimus",3,50,25,"JC MN1 2017 3"
"MN1","JC","2017","Potentilla hippiana",2,5,2,"JC MN1 2017 2"
"MN1","JC","2018","Campanula rotundifolia",2,5,1,"JC MN1 2018 2"
"MN1","JC","2018","Eremogone fendleri",2,5,1,"JC MN1 2018 2"
"MN1","JC","2018","Erigeron speciosus",2,5,1,"JC MN1 2018 2"
"MN1","JC","2018","Gentiana affinis",2,50,4,"JC MN1 2018 2"
"MN1","JC","2021","Allium geyeri",1,4,2,"JC MN1 2021 1"
"MN1","JC","2021","Erigeron flagellaris",1,2,2,"JC MN1 2021 1"
"MN1","JC","2021","Erigeron tracyi",2,1,1,"JC MN1 2021 2"
"MN1","JC","2021","Potentilla hippiana",1,5,2,"JC MN1 2021 1"
"MN1","MM","2012","Commelina dianthifolia",1,3,3,"MM MN1 2012 1"
"MN1","MM","2012","Hymenopappus newberryi",1,4,4,"MM MN1 2012 1"
"MN1","MM","2012","Vicia pulchella",1,61,61,"MM MN1 2012 1"
"MN1","MM","2017","Arenaria lanuginosa",3,5,1,"MM MN1 2017 3"
"MN1","MM","2017","Castilleja austromontana",1,5,1,"MM MN1 2017 1"
"MN1","MM","2017","Castilleja miniata",3,5,1,"MM MN1 2017 3"
"MN1","MM","2017","Potentilla hippiana",1,5,2,"MM MN1 2017 1"
"MN1","MM","2017","Potentilla hippiana",2,5,4,"MM MN1 2017 2"
"MN1","MM","2017","Potentilla hippiana",3,50,6,"MM MN1 2017 3"
"MN1","MM","2018","Achillea millefolium",1,50,1,"MM MN1 2018 1"
"MN1","MM","2018","Castilleja miniata",1,5,2,"MM MN1 2018 1"
"MN1","MM","2018","Castilleja miniata",2,50,2,"MM MN1 2018 2"
"MN1","MM","2018","Erigeron formosissimus",2,5,1,"MM MN1 2018 2"
"MN1","MM","2018","Erigeron speciosus",1,5,1,"MM MN1 2018 1"
